  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 68754     1   0 10:06AM ??         0:00.03 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  501 68783     1   0 10:18AM ??         0:43.42 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
    0 69256     1   0 10:18AM ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 69367     1   0 10:39AM ??         0:13.54 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 69375     1   0 10:39AM ??         0:05.37 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 69433     1   0 11:03AM ??         0:02.17 /System/Applications/TextEdit.app/Contents/MacOS/TextEdit
  501 69434     1   0 11:03AM ??         0:00.89 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 69435     1   0 11:03AM ??         0:00.13 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 69436     1   0 11:03AM ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 69437     1   0 11:03AM ??         0:00.26 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
  501 69478     1   0 11:11AM ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 69534     1   0 11:27AM ??         0:00.16 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 69536     1   0 11:27AM ??         0:01.69 /System/Applications/Preview.app/Contents/MacOS/Preview
  501 69537     1   0 11:27AM ??         0:00.04 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  501 69538     1   0 11:27AM ??         0:00.88 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 69539     1   0 11:27AM ??         0:00.10 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 69540     1   0 11:27AM ??         0:00.02 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
  501 69542     1   0 11:27AM ??         0:00.05 /usr/libexec/ptpcamerad
  501 70715     1   0 25Feb24 ??         1:45.42 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501 70766     1   0 25Feb24 ??       150:41.03 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari
  501 70775     1   0 25Feb24 ??        32:45.70 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501 70791     1   0 25Feb24 ??         0:16.86 /System/Cryptexes/App/usr/libexec/webinspectord
  501 70793     1   0 25Feb24 ??       114:27.30 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  501 70852     1   0 25Feb24 ??         1:23.33 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  501 71797 66436   0 11:41AM ??         0:01.40 /Applications/zoom.us.app/Contents/Frameworks/aomhost.app/Contents/MacOS/aomhost -pid 66436 -evtname aomhost66436 -key rpc
    0 71798     1   0 11:41AM ??         0:01.06 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  501 71806     1   0 11:43AM ??         0:00.02 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
  501 71819     1   0 11:45AM ??         0:00.10 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("en-DE", "de-DE", "ru-DE")
  501 71907     1   0 12:08PM ??         0:00.03 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 71915     1   0 12:11PM ??         0:00.12 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
  501 71929     1   0 12:14PM ??         0:00.05 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 71957     1   0 12:17PM ??         0:00.18 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 71960     1   0 12:18PM ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 71961     1   0 12:19PM ??         0:00.08 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent launchd -s
  501 71962     1   0 12:19PM ??         0:00.12 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 72113     1   0 26Feb24 ??         0:00.01 /usr/libexec/ApplicationFirewall/Firewall
  222 87186     1   0 26Feb24 ??         0:01.81 /usr/sbin/netbiosd
    0 90026     1   0 26Feb24 ??         0:24.12 /usr/libexec/aned
  501 93615     1   0 27Feb24 ??         3:39.61 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider -AppleLanguages ("en-DE", "de-DE", "ru-DE")
    0 68784 68783   0 10:18AM ttys000    0:00.01 login -pf vladislavferafontov
  501 68785 68784   0 10:18AM ttys000    0:00.63 -zsh
    0 71963 68785   0 12:20PM ttys000    0:00.00 ps -ef
